mol,name,pIC50,ast_fraglike,b_triple,density,FCharge,GCUT_PEOE_0,GCUT_PEOE_2,GCUT_SLOGP_1,logP(o/w),PEOE_RPC+,PEOE_VSA-0,PEOE_VSA_FPOL,Q_VSA_FPNEG,Q_VSA_FPPOS,VDistEq
O(C(C)(C)C)C(=O)c1cc(Nc2nc(-c3ccncc3)nc3c2cccc3)ccc1,CHEMBL4099533,6.4762535,0,0,0.71940666,0,-0.78425407,0.069254756,-0.26386139,4.6989999,0.14192712,142.02736,0.11965652,0.22327378,0.13074405,3.6071675
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1c(NC(=O)c2cc(OC)c(OC)cc2)cccc1,CHEMBL247473,6.4700055,0,0,0.7228471,0,-0.85058784,0.052644644,-0.32046577,5.07548,0.073050328,134.32239,0.10476648,0.061916191,0.093197644,4.4003124
O=C(OC1CCC(N(C)C2CCC(OC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)CC1)CCc1cc(OC)c(OC)c(OC)c1,CHEMBL1643343,6.4559321,0,0,0.72868437,0,-0.85787857,-0.1071277,-0.34976125,5.6559601,0.075344361,152.77867,0.11496696,0.07080473,0.044162229,4.5037603
O=C(C)N1[C@@H](Cc2cc(OC)c3OCOc3c2)CN2[C@@H]([C@@H]3[C@@H]([C@@H](c4ccccc4)c4c(OC)c5OCOc5cc34)C2)C1,CHEMBL4639635,6.4559321,0,0,0.75409138,0,-0.85604018,0.011936318,-0.38347498,3.9549999,0.065722071,54.300182,0.081464596,0.056068495,0.114724,3.7766595
O(CCCCCN1Cc2c(cc(OC)c(OC)c2)CC1)c1c(CCc2cc(OC)ccc2)cccc1,CHEMBL519547,6.4559321,0,0,0.67720962,0,-0.8518455,-0.036117483,-0.29652289,6.6217399,0.043714512,135.50888,0.019137789,0.019137789,0.025209317,4.2429891
O=C1N(C)[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N2[C@H](C(=O)N[C@@H]([C@H](CC)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)C(C(O)(C)C)C(=O)O[C@@H]1[C@H](CC)C)CCC2,CHEMBL1790680,6.4436975,0,0,0.70749366,0,-0.84099311,0.045014773,-0.30276436,7.1469998,0.038704634,68.016373,0.21574238,0.29525372,0.15231484,4.0914941
S=C(Nc1ccc(C)cc1)N1CCN(CC(O)COc2c(C(=O)c3ccccc3)cccc2)CC1,CHEMBL2059235,6.4202166,0,0,0.72408152,0,-0.85121202,0.080389388,-0.30954859,4.0469999,0.080076844,67.767296,0.06788078,0.10956072,0.08028768,4.1396799
O=C1N(C)[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N2[C@H](C(=O)N[C@@H]([C@H](CC)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C(O)(C)C)C(=O)O[C@@H]1[C@H](CC)C)CCC2,CHEMBL1790681,6.4089355,0,0,0.70749366,0,-0.84099311,0.045014773,-0.30276436,7.1469998,0.038704634,68.016373,0.21574238,0.29525372,0.15231484,4.0914941
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)/C=C/c1cnc(Oc2ccc(-c3cnccc3)cc2)cc1,CHEMBL4648775,6.4089355,0,0,0.71044344,0,-0.8505882,0.079944596,-0.28925788,6.5787401,0.079491891,150.99437,0.074031621,0.048904497,0.077577345,4.6715975
O(C)c1c(OC)cc(C=2Oc3c(c(OC)cc(OC)c3)C(=O)C=2)cc1OC,CHEMBL2074901,6.3979402,0,0,0.76837093,0,-0.79057008,-0.065943114,-0.39294115,2.81148,0.081904508,49.019615,0.076802753,0.070076659,0.022722976,3.3732455
O=C(/C=C/c1cc(OC)c(OC)cc1)c1cc(Nc2ncnc3c2cccc3)ccc1,CHEMBL3809417,6.3767509,0,0,0.72476465,0,-0.78401357,0.060233675,-0.30763707,4.6437402,0.082324855,87.992867,0.073153846,0.073153846,0.13670421,3.8664901
S(CC(=O)Nc1n(-c2ccccc2)nc(-c2c(C)cc(C)c(C)c2)c1)c1nnc2c([nH]c3c2cccc3)n1,CHEMBL4437065,6.3705902,0,0,0.75290465,0,-0.82901305,0.073819742,-0.33176276,7.0820599,0.088939711,111.88827,0.094451226,0.13950588,0.11745144,3.9752913
O=C(Nc1ccc(CCN2Cc3c(cccc3)CC2)cc1)c1cnc2c(c1)cccc2,CHEMBL411951,6.3665314,0,0,0.69093257,0,-0.85075349,0.075238593,-0.28799224,4.928,0.13128275,73.047859,0.080677383,0.048368596,0.1034428,4.0117993
O=C(Nc1c(-c2nn(-c3ccc(O)cc3)nn2)cccc1)c1ccc(CCC)cc1,CHEMBL3883590,6.3625102,0,0,0.73594111,0,-0.80599308,0.085715532,-0.33198267,4.3140001,0.12270632,122.10859,0.14328119,0.18499582,0.11317608,3.814925
O=C(Nc1ccc(CCN2Cc3c(cccc3)CC2)cc1)c1c(NC(=O)c2cnc3c(c2)cccc3)cccc1,CHEMBL428402,6.3500037,0,0,0.70531243,0,-0.85075408,0.081819445,-0.2939229,5.8790002,0.093657747,97.557671,0.11542376,0.064747296,0.12332822,4.2748041
S(CC(=O)NCc1ccc(F)cc1)CC(=O)Nc1n(-c2ccccc2)nc(-c2c(C)cc(C)c(C)c2)c1,CHEMBL4438522,6.3391347,0,0,0.74364585,0,-0.83279836,0.069707923,-0.28091505,5.651,0.086423002,126.35171,0.12804829,0.11111131,0.12375543,4.0824127
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1nc2c(nc1)cccc2,CHEMBL258882,6.3279023,0,0,0.71984607,0,-0.85058504,0.055315554,-0.31901851,3.7632699,0.10485732,97.557671,0.092844285,0.064900957,0.11837941,4.1551657
O=C(Nc1ccc(C)cc1)N1CCN(CC(O)COc2c(C(=O)c3ccccc3)cccc2)CC1,CHEMBL2059234,6.318759,0,0,0.71445233,0,-0.84695292,0.08058501,-0.31005615,3.3729999,0.10937726,67.767296,0.13280654,0.076344751,0.091190331,4.1396799
O=C(/C=C/c1cc(OC)c(OC)cc1)c1cc(Nc2nc(-c3cc(OC)c(OC)cc3)nc3c2cccc3)ccc1,CHEMBL3809802,6.318759,0,0,0.72736299,0,-0.78467101,0.050176919,-0.30763867,6.3364801,0.06141587,124.75758,0.064243458,0.064243458,0.084521838,4.1249709
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)/C=C/c1cnc(Oc2cc(C)c(-c3ncccc3)cc2)cc1,CHEMBL4641044,6.309804,0,0,0.70669037,0,-0.85058826,0.056766354,-0.28925854,6.8737402,0.07846535,194.25185,0.072013833,0.04757157,0.086059511,4.6756706
O=C(c1ccc(OCC(O)CN2CCN(c3c(C)cccc3)CC2)cc1)c1ccccc1,CHEMBL2059232,6.3010302,0,0,0.69336712,0,-0.84854859,0.073923245,-0.33030534,4.1560001,0.090344608,82.230736,0.075583845,0.052741744,0.099932157,4.0985427
O=C(OC1CCC(N(C)C2CCC(OC(=O)C3c4c(-c5c3cccc5)cccc4)CC2)CC1)C#Cc1cc(OC)c(OC)c(OC)c1,CHEMBL2316442,6.3010302,0,1,0.71506727,0,-0.8578617,0.061345369,-0.32815513,8.5054798,0.10200227,126.19316,0.11015722,0.063240871,0.046916354,4.4759669
O=C(OC)c1c(C=2c3c(OC=4C=2C=CC(=N)C=4)cc(N)cc3)cccc1,CHEMBL347534,6.3010302,0,0,0.7434293,0,-0.81187415,0.069190197,-0.31129336,4.0640001,0.15407495,75.737961,0.16172457,0.10832731,0.1466296,3.0807321
O(CCCN1Cc2c(cccc2)CC1)c1c(CCc2cc(OC)ccc2)cccc1,CHEMBL485720,6.3010302,0,0,0.66480696,0,-0.85128665,0.060992196,-0.27310884,6.0019999,0.043518364,80.404121,0.011799715,0.011799715,0.031086428,3.944649
O=C([C@@H](C/C=C/C)C)[C@@H]1N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](C(C)C)NC1=O,CHEMBL1086218,6.2999978,0,0,0.6989758,0,-0.83993369,0.014406668,-0.320712,5.4359999,0.029533168,99.749596,0.21566425,0.35726249,0.16223112,4.2963223
Brc1cc(-c2c(c(C)on2)C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)ccc1,CHEMBL4074268,6.2924299,0,0,0.83423144,0,-0.81098622,-0.050169736,-0.26153722,4.579,0.13050321,118.24819,0.15176827,0.18109304,0.10043904,3.2235253
S(=O)(=O)(N(C[C@@H](OC(=O)CCCSSCCCC(=O)OC[C@@H]1C=C[C@H](n2c3nc(N)nc(NC4CC4)c3nc2)C1)[C@@H](NC(=O)O[C@@H]1[C@H]2[C@@H](OC1)OCC2)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,CHEMBL4437966,6.2924299,0,0,0.78586537,0,-0.82656622,0.068389006,-0.32562968,6.04706,0.057834942,100.81986,0.18340534,0.22721735,0.16574314,4.8055124
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)/C=C/c1c(Oc2ncccc2)c(C)cc(-c2ncccc2)c1,CHEMBL4634549,6.2596374,0,0,0.70669037,0,-0.85058862,0.066456631,-0.28925574,6.90974,0.078378566,179.78841,0.072013833,0.04757157,0.086059511,4.4136872
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)C(N1CCOCC1)c1c(n(C)c2c1cccc2)-c1ccccc1,CHEMBL4637550,6.2596374,0,0,0.70071387,0,-0.8644256,0.058337454,-0.28079826,6.66574,0.071214803,87.511307,0.052566398,0.042950045,0.058324255,4.2330403
O=C(OC(C)(C)[C@H]1Oc2c(c3OC(=O)C=Cc3cc2)C1)C(C)C,CHEMBL4289320,6.251812,0,0,0.74846679,0,-0.78125995,-0.017422512,-0.3411164,3.7650001,0.1673988,74.260063,0.20777763,0.3555904,0.095410451,3.2616775
Clc1c(-c2ncccc2)ccc(Oc2ncc(/C=C/C(=O)Nc3ccc(CCN4Cc5c(cc(OC)c(OC)c5)CC4)cc3)cc2)c1,CHEMBL4645086,6.251812,0,0,0.73675126,0,-0.8505882,0.064181633,-0.28925842,7.1677399,0.078758769,173.29564,0.071974061,0.047545299,0.086011983,4.6756706
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1cnc2c(c1)cccc2,CHEMBL258909,6.2441254,0,0,0.70845044,0,-0.85058695,0.06207671,-0.29392555,4.6637402,0.10475636,97.557671,0.080260664,0.052428782,0.089109138,4.1551657
O(C)c1ccc(C=2C(=O)c3c(O)cc4OC=C(c5ccc(OC)cc5)C(=O)c4c3OC=2)cc1,CHEMBL3822907,6.2386737,0,0,0.7786656,0,-0.78931528,0.082995199,-0.34989235,3.2650001,0.083216652,53.436695,0.18152301,0.10039664,0.068529241,3.7482474
Fc1ccc(N2CCN(CC(O)COc3cc(C(=O)c4ccccc4)ccc3)CC2)cc1,CHEMBL2058785,6.2365718,0,0,0.72458893,0,-0.84860885,0.077278942,-0.35064998,4.0500002,0.088539638,73.529427,0.10490783,0.054281745,0.10285006,4.0643363
O(C)c1c(OC)ccc(C=2C(=O)c3c(O)cc4OC=C(c5cc(OC)c(OC)cc5)C(=O)c4c3OC=2)c1,CHEMBL3822838,6.2238731,0,0,0.78713161,0,-0.78381711,0.007773113,-0.34877679,2.7504799,0.068683103,53.436695,0.16702993,0.097225063,0.058965724,3.8422282
O=C(CCc1ccccc1)c1c(OCC(O)CN2CCCCC2)cccc1,CHEMBL319952,6.2199998,0,0,0.68442112,0,-0.85185063,0.073508628,-0.3155185,3.829,0.10372236,79.20694,0.088010825,0.061413188,0.048388895,3.7458797
O=C(OC1CCC(N(C)C2CCC(OC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)CC1)CCc1cc(OC)c(OC)c(OC)c1,CHEMBL1643341,6.2146702,0,0,0.72868437,0,-0.85787857,-0.1071277,-0.34976125,5.6559601,0.075344361,152.77867,0.11496696,0.07080473,0.044162229,4.5037603
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)/C=C/c1cnc(Oc2cc(C#N)c(-c3ncccc3)cc2)cc1,CHEMBL4649501,6.2146702,0,1,0.71826351,0,-0.8505882,0.063772961,-0.33043385,6.2357402,0.076130308,173.29564,0.071281202,0.074865162,0.1169648,4.6823697
O=C(OCCCN(CCCCCOC(=O)c1c2c(cc3c1cccc3)cccc2)C)/C=C/c1cc(OC)c(OC)c(OC)c1,CHEMBL3339299,6.2076082,0,0,0.70854944,0,-0.86147058,0.035286475,-0.28949606,7.6114802,0.089676306,131.29858,0.10942326,0.062819503,0.046603758,4.5077338
S(CC(=O)Nc1n(-c2ccccc2)nc(-c2c(C)cc(C)c(C)c2)c1)c1nc(C2CC2)[nH]n1,CHEMBL4475388,6.2013493,0,0,0.74615568,0,-0.81241506,0.067036815,-0.31470254,4.7719998,0.10083969,117.03599,0.11362615,0.13344182,0.12409914,3.7846832
O=C(OC1CCC(N(C)C2CCC(OC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)CC1)CCc1cc(OC)c(OC)c(OC)c1,CHEMBL1643340,6.2006593,0,0,0.72868437,0,-0.85787857,-0.1071277,-0.34976125,5.6559601,0.075344361,152.77867,0.11496696,0.07080473,0.044162229,4.5037603
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1cc2c(cc1)cccc2,CHEMBL260113,6.2006593,0,0,0.69736391,0,-0.85058725,0.074874185,-0.29275891,5.6847401,0.1082411,101.97475,0.067777023,0.040055707,0.074413285,4.1551657
O=C(c1ccc(OCC(O)CN2CCN(c3c(C)c(C)ccc3)CC2)cc1)c1ccccc1,CHEMBL2058784,6.1870866,0,0,0.68885601,0,-0.84853429,0.072755337,-0.32287914,4.4520001,0.089506283,103.18695,0.072807983,0.050804775,0.09626209,4.1243663
O(Cc1cc(OC)c(OC)cc1)c1c(CCc2cc(OC)ccc2)cccc1,CHEMBL272836,6.1870866,0,0,0.69058675,0,-0.78951573,0.024453523,-0.31239629,5.47574,0.05309939,85.302765,0.024818808,0.024818808,0.037051659,3.7572227
S(C)c1c(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cccc1,CHEMBL3233492,6.1870866,0,0,0.74152154,0,-0.78675669,-0.007710933,-0.24887805,4.0964799,0.10365163,84.206795,0.058172688,0.11270908,0.023344265,3.4135551
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1cc2c(nccc2)cc1,CHEMBL409234,6.1870866,0,0,0.70845044,0,-0.85058713,0.081819445,-0.29171354,4.6647401,0.10545798,122.06747,0.080260664,0.052428782,0.089109138,4.1551657
O=C(Nc1cc(Nc2c3c(nc(-c4ccccc4)c2)cccc3)ccc1)C,CHEMBL4437626,6.1804562,0,0,0.7007246,0,-0.81464875,0.079297803,-0.26386139,4.7740002,0.12495619,61.274521,0.092659377,0.055708606,0.12437214,3.4638531
O=C1C(c2cc(C)ccc2)=COc2c1c(O)cc1OC=C(c3cc(C)ccc3)C(=O)c21,CHEMBL3823024,6.1775966,0,0,0.75051451,0,-0.76207149,0.070024997,-0.25014079,4.0229998,0.098177604,46.329514,0.18271899,0.094968505,0.074124776,3.5560338
Clc1ccc(/C=C/C(=O)Nc2ccc(CCN3Cc4c(cc(OC)c(OC)c4)CC3)cc2)cc1,CHEMBL473794,6.1739254,0,0,0.72718543,0,-0.85058802,0.053783935,-0.27232683,5.6617398,0.10785984,112.02111,0.065919347,0.038957831,0.072373711,4.2049613
O=[N+]([O-])c1cc(NC(=O)Nc2ccc(CCN3Cc4c(cc(OC)c(OC)c4)CC3)cc2)ccc1,CHEMBL515282,6.1739254,0,0,0.74781263,0,-0.85057724,0.077528007,-0.31015548,4.03374,0.11439297,85.302765,0.1617478,0.11098546,0.10913426,4.1885324
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL160,6.1700535,0,0,0.69893605,0,-0.83999586,0.030311422,-0.33763149,5.2919998,0.028725676,108.45091,0.22093406,0.34317932,0.16510023,4.2990451
S(F)(=O)(=O)c1ccc(C(=O)OC[C@@H]2[C@@H](O)[C@@H](O)[C@H](n3c4ncnc(N)c4nc3)O2)cc1,CHEMBL490985,6.167491,0,0,0.92158246,0,-0.8040722,0.12980065,-0.44405121,-0.35694,0.079394072,24.509808,0.3352159,0.23275553,0.29280734,3.8197918
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1c(NC(=O)c2ccc(C)cc2)cccc1,CHEMBL258896,6.1600008,0,0,0.70620495,0,-0.85058767,0.080422245,-0.28925866,5.6747398,0.084470108,140.81516,0.10466167,0.058178328,0.1010994,4.3252783
O=C(O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)CO)C(C)C,CHEMBL4215931,6.154902,0,0,0.77520847,0,-0.81594652,0.096095845,-0.42290023,-0.317,0.086837612,35.419662,0.37108278,0.28232831,0.30073911,3.6239421
Brc1c(Oc2ncc(/C=C/C(=O)Nc3ccc(CCN4Cc5c(cc(OC)c(OC)c5)CC4)cc3)cc2)ccc(-c2ncccc2)c1,CHEMBL4642247,6.154902,0,0,0.77584481,0,-0.8505882,0.066898465,-0.28925842,7.3737402,0.079055898,204.66557,0.070658773,0.046676435,0.084440157,4.6729064
O=[N+]([O-])c1cc([C@@H]2C(C(=O)OCCCN3CCC(c4ccccc4)(c4ccccc4)CC3)=C(C)NC(C)=C2C(=O)OC)ccc1,CHEMBL405355,6.1499972,0,0,0.72523922,0,-0.85746598,0.060026448,-0.26839852,7.4759998,0.092049591,96.609566,0.16606128,0.10744891,0.068264373,4.1020241
O=C1N(C)C(C(O)C(C/C=C/C)C)C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(CC)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C1C(C)C,CHEMBL3704745,6.1426673,0,0,0.69718975,0,-0.8398273,0.029363539,-0.31738722,5.6529999,0.028644795,137.24495,0.21825638,0.36539152,0.15603338,4.2895465
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1c(NC(=O)c2ccccc2)cccc1,CHEMBL346292,6.1399975,0,0,0.71048266,0,-0.85058749,0.0800993,-0.28925928,5.37674,0.085083842,122.06747,0.10800195,0.060035087,0.10432599,4.2853413
O=C(OCc1ccccc1)NCCCC[C@H](NC(=O)[C@H]1N(C(OC(C)(C)C)=O)C[C@H](OCc2ccccc2)C1)C(=O)OC(C)(C)C,CHEMBL1253374,6.1366773,0,0,0.71914244,0,-0.82194895,0.053632028,-0.26386139,6.1539998,0.086517349,143.00708,0.18927681,0.25655878,0.17315669,4.2572784
O=C1N(C)C(C(O)C(C/C=C/C)C)C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C1C(C)C,CHEMBL386389,6.1366773,0,0,0.69893605,0,-0.83999586,0.030311422,-0.33763149,5.2919998,0.028725676,108.45091,0.22093406,0.34317932,0.16510023,4.2990451
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)/C=C/c1cnc(Oc2c(C)cc(-c3ncccc3)cc2)cc1,CHEMBL4635941,6.1307683,0,0,0.70669037,0,-0.8505882,0.062657923,-0.28925827,6.8737402,0.078513369,181.99695,0.072013833,0.04757157,0.086059511,4.6729064
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)/C=C/c1cnc(Oc2cc(-c3ncccc3)ccc2)cc1,CHEMBL4646045,6.124939,0,0,0.71044344,0,-0.85058826,0.066780522,-0.28925988,6.5777402,0.079003789,161.04073,0.074031621,0.048904497,0.088470846,4.6343899
FC1(F)CCC(NC(=O)c2nc(C(NC(=O)c3cc(OC)c(OC)c(OC)c3)Cc3ccccc3)sc2)CC1,CHEMBL4089061,6.1191864,0,0,0.79262418,0,-0.83453274,0.059055343,-0.32571465,4.8934002,0.078259394,52.822289,0.17688721,0.1231197,0.098738901,3.9464097
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)C1C(c2cnc(Oc3ccc(-c4ncccc4)cc3)cc2)C1,CHEMBL4634981,6.1191864,0,0,0.71311837,0,-0.85059297,0.066929683,-0.28930056,5.87674,0.072220773,145.23224,0.074918173,0.049490146,0.089530312,4.6616273
Ic1c(Oc2ncc(/C=C/C(=O)Nc3ccc(CCN4Cc5c(cc(OC)c(OC)c5)CC4)cc3)cc2)ccc(-c2ncccc2)c1,CHEMBL4637515,6.1191864,0,0,0.82525569,0,-0.8505882,0.066902906,-0.28925881,7.7657399,0.079193644,208.03075,0.070206277,0.046377521,0.083899409,4.6729064
S(SCCCC(=O)Oc1c(C)c(C(=O)N[C@H]([C@H](O)CN2[C@H](C(=O)NC(C)(C)C)C[C@H]3[C@@H](C2)CCCC3)CSc2ccccc2)ccc1)CCCC(=O)OC[C@@H]1C=C[C@H](n2c3nc(N)nc(NC4CC4)c3nc2)C1,CHEMBL4591618,6.1135092,0,0,0.75250018,0,-0.84343415,0.061814468,-0.32154271,8.6250601,0.044475339,195.82938,0.16275927,0.22945455,0.1480764,5.0246344
O=[N+]([O-])c1c(NC(=O)Nc2ccc(CCN3Cc4c(cccc4)CC3)cc2)cccc1,CHEMBL475554,6.1135092,0,0,0.73446357,0,-0.85074341,0.081822447,-0.27612975,4.2589998,0.13587199,60.792957,0.17493412,0.11621048,0.12625033,4.0039182
Clc1c(Cl)cccc1N1CCN(CCCCOc2cc3NC(=O)CCc3cc2)CC1,CHEMBL1112,6.1079054,0,0,0.77227074,0,-0.85450834,0.027482498,-0.33069906,4.178,0.11166482,90.524422,0.06777674,0.037675083,0.11146895,4.0210919
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)/C=C/c1cnc(Oc2cc(O)c(c(O)c2)-c2ncccc2)cc1,CHEMBL4647036,6.1079054,0,0,0.7330572,0,-0.8505882,0.071017787,-0.31865272,5.99474,0.067190275,161.04073,0.12866919,0.071821965,0.11819009,4.6781206
O(CCN1Cc2c(cc(OC)c(OC)c2)CC1)c1c(CCc2cc(OC)ccc2)cccc1,CHEMBL486336,6.1079054,0,0,0.6888293,0,-0.84580564,-0.036035672,-0.30996639,5.2957401,0.046052594,96.212616,0.021235583,0.021235583,0.027972644,4.0100493
O=C(O[C@H]1C=C[C@]23[C@@H](Oc4c(OC)ccc(c24)CCN(C)C3)C1)CCCCCCCCC(=O)O[C@H]1C=C[C@]23[C@@H](Oc4c(OC)ccc(c24)CCN(C)C3)C1,CHEMBL3808745,6.09691,0,0,0.71759504,0,-0.85735494,-0.005212167,-0.31458896,7.7379999,0.066035122,110.20952,0.09880095,0.12586069,0.054149333,4.6034007
O=C(Nc1c(NC(=O)c2cnc3c(c2)cccc3)cccc1)Nc1ccc(CCN2Cc3c(cccc3)CC2)cc1,CHEMBL248480,6.0900002,0,0,0.70993584,0,-0.85074461,0.088785969,-0.30518261,5.5149999,0.10777913,97.557671,0.12030368,0.062834322,0.14398317,4.343493
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)/C=C/c1cnc(Oc2cc(O)c(-c3ncccc3)cc2)cc1,CHEMBL4637809,6.0861859,0,0,0.72186095,0,-0.8505882,0.063927479,-0.32255569,6.2677398,0.072700605,173.29564,0.10178879,0.06054711,0.10356893,4.6756706
O=C(C)N1[C@@H](Cc2ccccc2)CN2C(=O)[C@]3(O)[C@@H](c4ccccc4)c4c(OC)c5OCOc5cc4[C@@H]3[C@H]2C1,CHEMBL4641108,6.0861859,0,0,0.75282651,0,-0.84790176,0.079294063,-0.37598917,2.9119999,0.077793524,29.790377,0.1646238,0.088790648,0.13338999,3.5629058
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)/C=C/c1c(n(C)c2ncccc12)-c1ccccc1,CHEMBL4643278,6.0861859,0,0,0.70073783,0,-0.85058874,0.061080594,-0.28924498,6.72574,0.084356211,112.02111,0.06429743,0.053536296,0.059850808,4.3253894
O=C(OCCCCN(CCCCOC(=O)c1c2c(cc3c1cccc3)cccc2)C)/C=C/c1cc(OC)c(OC)c(OC)c1,CHEMBL3339301,6.0809221,0,0,0.70854944,0,-0.86188382,0.035287812,-0.2887834,7.6114802,0.089725353,144.49091,0.10942326,0.062819503,0.046603758,4.5081143
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1nc2c(cc1)cccc2,CHEMBL472761,6.070581,0,0,0.70845044,0,-0.85058534,0.062582321,-0.29256907,4.5887399,0.11040046,97.557671,0.080260664,0.052428782,0.1035082,4.1551657
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1ncc2c(c1)cccc2,CHEMBL259690,6.0699992,0,0,0.70845044,0,-0.85058534,0.061133996,-0.29473299,4.4127402,0.11110799,87.511307,0.080260664,0.052428782,0.089109138,4.1551657
O=C(OCC)C=1C(c2cc(OC)ccc2)c2c(N(Cc3ccccc3)C=1)cccc2,CHEMBL3596501,6.0655017,0,0,0.69493705,0,-0.81359911,0.061679248,-0.26884893,5.5510001,0.14662258,78.883926,0.080811583,0.090618782,0.067743726,3.3754952
O=C(/C=C/c1cc(OC)c(OC)cc1)c1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1,CHEMBL3809832,6.0655017,0,0,0.73916698,0,-0.78664911,0.050522272,-0.33820692,4.3794799,0.067302272,87.992867,0.073766045,0.073766045,0.11817325,3.9979727
S(C)c1c(/C=C/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cccc1,CHEMBL3233493,6.0600019,0,0,0.73006165,0,-0.78675669,0.024131831,-0.24667466,4.7404799,0.096976139,71.951897,0.053311378,0.10329033,0.021393457,3.6465659
O=C(C)N1[C@@H](Cc2cc(OC)c3OCOc3c2)CN2[C@@H]([C@@H]3[C@@](O)([C@@H](c4ccccc4)c4c(OC)c5OCOc5cc34)C2)C1,CHEMBL4646781,6.0555172,0,0,0.76660031,0,-0.85126466,0.024572836,-0.38795829,3.161,0.059258603,54.300182,0.113858,0.069419526,0.13140814,3.7671521
