mol,name,IC50(nM),Activity,pIC50,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
O(CC)c1c(O)ccc(/C=C/c2cc(OC)cc(OC)c2)c1,CHEMBL381734,42000,0,4.37675071,48.223862,0,0,3,4,4,0,12,0,42,1,5,22,18,56.980122,1.3566695,0,0,18,0,0,20,0,0,4,0,0,1.7714493,-2.3912673,-0.62939179,0.57306206,2.3552871,-2.3961489,-0.55898803,0.70780569,2.4711068,-2.1490595,-0.41745484,0.79230589,2.6100945,27.612141,6,0.26086956,12,43,1,23,3,6,0.26086956,30,0,15.949383,12.997868,11.325909,12.828063,10.655728,7.029026,5.0878749,6.9394197,0,0,0.70667607,12,0,-0.79278064,-0.43361121,-0.026971104,2.4132347,-0.89022559,-0.34214804,0.13495556,2.599462,-0.51357454,-0.20930949,0.14903848,2.7147899,3.694037,8.4430799,6.4850674,3.7340288,3.7075343,-4.0322618,0,7.9872737,8.6131411,-0.087205276,8.0198307,14,1.3445021,0.054396611,18.340265,9.333333,5.5514975,14.033393,7.0435863,4.1477013,4.4929738,4,1,1,0,4.5570002,-4.3754601,8.6449299,0,1,13,1,2,6,0,3.1140001,-3.1170001,1.7399435,-1.7399435,0.12495902,0.20533332,62.791473,100.11451,16.917038,0,10.324173,0,0,84.439278,36.764713,0,0,0,0,15.278809,0.92161471,0.41785139,0.046777114,0.078385271,0.58214861,0.031608161,301.02701,136.4828,15.278809,25.602982,190.14719,10.324173,0.5,1,3.1140001,-3.1170001,0.14450867,0.17067693,0.86421746,0.4043282,0.10417441,0.13578257,0.59567177,0.031608161,282.27933,132.06572,34.026485,44.350658,194.56427,10.324173,6,0,2,0.14450867,0.17067693,0.18181819,3.9784999,58.384892,0,0,20.926258,6.37115,70.767738,0,105.85911,35.286369,54.299728,8.7749796,0,58.384892,0,27.344862,0,105.85911,56.212627,104.09375,47.919998,0.4530769,5.523562,3.4108922,8.6073074,326.62997,425.02356,7.5112681,0,0,0,287.5029,0,21.07819,300.354,1179,31,106
O(C)c1cc(OC)cc(/C=C/c2ccc(O)cc2)c1,CHEMBL83527,42000,0,4.37675071,41.234688,0,0,1,2,3,0,12,0,35,1,4,19,16,46.77002,1.3362862,0,0,16,0,0,16,0,0,3,0,0,1.72752,-2.3004098,-0.65699911,0.65305978,2.2479062,-2.2681501,-0.58070707,0.77270448,2.4430387,-2.0019777,-0.47153404,0.83341813,2.5708108,21.323313,4,0.2,12,36,1,20,2,4,0.2,23,0,13.664926,10.959863,9.6961527,11.250712,9.2070398,5.9124532,4.4641018,6.3989797,0,0,0.70122659,11,0,-0.79278064,-0.44466591,0.036159322,2.3345056,-0.89022559,-0.33290568,0.1546884,2.5251424,-0.4870806,-0.21365134,0.17592485,2.6452324,2.7359934,7.1321115,5.28297,3.5555573,3.545907,-3.7032368,0,7.8131385,7.5008917,-0.02389754,8.6111422,14,1.1194557,0.014419865,15.39,7.6952662,4.7950053,11.243983,5.515379,3.3853812,3.2639384,3,1,1,0,4.2249999,-3.99787,7.5444779,0,1,13,1,2,4,0,2.6619999,-2.664,1.4258353,-1.4258353,0.15241121,0.25236586,49.995316,89.356346,0,0,10.324173,0,0,65.691597,49.019615,0,0,0,0,12.775052,0.91665804,0.45997006,0.04609235,0.083341934,0.54002994,0.037249584,254.06288,127.48627,12.775052,23.099226,149.67584,10.324173,0.45454547,0.83333331,2.6619999,-2.664,0.16904584,0.1996997,0.91665804,0.44403324,0.04609235,0.083341934,0.55596673,0.037249584,254.06288,123.06919,12.775052,23.099226,154.09291,10.324173,6,0,2,0.16904584,0.1996997,0.10526316,3.5797999,47.385002,0,0,0,6.37115,70.767738,0,123.50229,35.286369,15.730285,7.6580801,0,47.385002,0,22.101435,0,123.50229,35.286369,70.767738,38.689999,0.5023343,5.321928,3.2661514,8.1736355,277.16211,365.50381,5.0075121,0,0,0,243.38594,0,18.574432,256.30099,788,25,92
O=C1N(C)[C@@H](Cc2ccccc2)[C@@H](O)CC(=O)O[C@H](CCCCCCC)[C@H](C)C(=O)O[C@H]1C(C)C,CHEMBL290432,42200,0,4.374687549,83.864098,0,0,3,4,4,0,6,0,78,1,5,35,25,106.81628,1.3694395,0,0,28,0,0,43,0,1,6,0,0,2.226037,-2.7211375,-0.4931742,0.5488556,2.7301109,-2.8205094,-0.45551798,0.51013619,2.7987618,-2.4824214,-0.36407858,0.65155101,2.9594944,55.693901,9,0.25,6,79,3,36,9,9,0.25,70,0,25.957455,21.943377,19.007708,19.965891,16.649973,13.038286,10.359043,11.463562,5,0,0.69582617,17,0,-0.8435657,-0.3918964,0.058446147,3.0815151,-0.97711158,-0.29258361,0.053086713,3.0755403,-0.53258961,-0.21549286,0.14342804,3.2996411,7.7823009,12.919559,11.550519,5.622663,5.622663,-6.4406595,0,5.9882793,13.750548,0,14,14,1,0,31.219135,16.070313,10.001723,26.438725,13.539873,8.3955975,10.227914,7,1,1,0,5.4899998,-6.05057,13.812456,0,1,18,0,1,18,2,6.9380002,-6.9390001,3.0287585,-3.0287585,0.088559791,0.12851563,163.99643,60.045605,4.9049287,0,10.324173,42.366531,0,19.611166,179.77179,0,0,0,40.700764,12.775052,0.80137098,0.47307852,0.10004897,0.19862905,0.52692151,0.098580077,428.32993,252.85878,53.475815,106.16652,281.63766,52.690701,0.47058824,0.8888889,6.9380002,-6.9390001,0.094984144,0.097996831,0.64600676,0.48935798,0.24035057,0.35399321,0.51064205,0.11364265,345.28833,261.56009,128.46652,189.20811,272.93634,60.741592,9,1,2,0.094984144,0.097996831,0.51428574,4.2968702,25.385227,23.874025,116.97434,0,12.007167,51.765594,0,88.215919,132.07884,133.30406,13.44658,93.586426,28.509541,8.8215923,26.573492,0,239.16316,20.749712,166.20125,93.139999,0.32256484,6.1699252,3.6803291,10.00086,534.49646,703.70013,40.700764,0,0,0,395.74442,47.374043,54.267685,489.65298,3674,56,168
O=C(/C=C/c1cc(N2CCN(C(=O)c3cc(OC)c(OC)cc3)CC2)ccc1)c1c(OC)cc(OC)cc1O,CHEMBL4469398,42310,0,4.373556975,81.951378,0,0,3,4,7,0,18,0,71,1,8,39,28,107.77384,1.5179415,0,0,30,0,0,32,0,2,7,0,0,1.2077913,-2.719141,-0.58706653,0.5141992,2.6389832,-2.8550632,-0.516527,0.6169709,2.5374639,-2.4238596,-0.3667599,0.73342597,2.9273553,48.522625,10,0.23809524,18,74,3,42,2,10,0.23809524,53,0,27.940582,22.470411,18.679279,20.957455,18.875273,12.418255,7.6247854,10.382143,0,0,0.73817337,22,0,-0.84390461,-0.42421255,-0.010285147,2.7549994,-0.98679024,-0.36185727,0.13218948,2.8191009,-0.50305027,-0.19946012,0.15650152,3.0373459,9.1213655,15.5509,13.455483,5.0660672,5.0227494,-6.7564893,0,13.654678,14.842074,-0.46709681,7.0572414,14,1.9963006,0.37526792,31.925171,15.464328,8.0946741,23.871004,11.46862,5.9679213,7.0196791,9,1,1,1,4.1497402,-5.71381,14.752393,0,1,25,0,4,11,3,6.283,-6.2859998,3.2817743,-3.2817743,0.077622861,0.1093785,178.72957,142.74953,16.917038,8.458519,10.324173,12.949531,0,100.24777,36.764713,0,0,0,27.133842,17.782564,0.87647998,0.32954714,0.081361867,0.12352,0.67045283,0.042158134,483.86713,181.92889,44.916405,68.190109,370.12836,23.273705,0.5,1,6.283,-6.2859998,0.086582839,0.13331212,0.81336486,0.32554659,0.081361867,0.18663514,0.67445344,0.10527328,449.02396,179.72035,44.916405,103.03328,372.33688,58.116871,11,1,4,0.086582839,0.13331212,0.43589744,4.2851,72.509094,14.070708,0,73.758316,57.281158,141.53548,0,176.43184,17.643185,28.973888,14.86798,47.724434,72.509094,3.1243138,35.773865,2.7567475,176.43184,102.34789,141.53548,97.769997,0.30819827,6.3923173,4.1979609,10.239199,552.05725,721.50122,37.148865,0,0,0,453.34296,21.408051,50.715786,532.59302,6064,66,200
Clc1cc2c(C(=C3CCNCC3)c3ncccc3CC2)cc1,CHEMBL1172,43000,0,4.366531544,50.489067,0,0,2,2,2,0,12,0,41,1,3,22,20,56.238388,1.371668,0,0,19,1,0,19,0,2,0,0,0,1.6109858,-2.6769867,-0.61011779,0.62989724,2.603554,-2.7561567,-0.49430424,0.74018323,2.6402025,-2.3954868,-0.41632617,0.81344539,2.8839941,23.170933,0,0,12,44,1,25,2,0,0,31,0,14.940947,13.287849,11.206742,12.526733,10.8265,8.3634481,6.6075892,8.3409014,0,0,0.72496176,9,0,-0.84760177,-0.39928252,0.062574953,2.7689481,-1.1529601,-0.29299536,0.18154307,2.865798,-0.50680113,-0.19856806,0.21054187,3.0532846,4.443347,4.4322891,4.0564404,1.7335862,4.1616569,-5.0838337,0,7.4478984,9.0035439,1.0447985,14,4.5803766,1.2458415,3.3533092,15.5232,6.8571429,3.1653478,12.654064,5.5317469,2.5342677,3.1817765,2,1,1,0,3.431,-3.4923799,9.1217918,0,1,24,1,4,2,0,3.1429999,-3.1440001,1.0975404,-1.0975404,0.1111178,0.28734505,74.658836,32.291866,8.6190128,0,0,0,0,104.58023,56.300293,0,0,0,5.6825762,0.13689101,0.97938329,0.59056991,0.02061669,0.02061669,0.40943009,0,276.45026,166.7,5.8194671,5.8194671,115.56972,0,0.44444445,0.80000001,3.1429999,-3.1440001,0.11454025,0.28625953,0.91728985,0.49709672,0.028440908,0.082710154,0.50290328,0.054269247,258.92313,140.31534,8.0280066,23.346571,141.95436,15.318564,5,0,4,0.11454025,0.28625953,0.5,3.8361299,18.01075,16.78553,0,40.064732,12.313473,40.922386,3.5006065,105.43027,37.736813,39.148643,9.0160704,0,16.78553,21.196325,18.999655,0,180.9039,36.879158,39.148643,24.92,0.47938794,5.643856,2.8896117,8.6758261,282.26971,428.75085,5.6825762,0,0,0,255.01891,0,11.365152,310.828,918,40,120
Clc1c(C(=O)N(NC(=O)c2cc(C(F)(F)F)ccc2)C(C)(C)C)cccc1,CHEMBL3814875,43800,0,4.358525889,53.097275,0,0,2,3,2,0,12,0,45,1,3,27,21,82.60923,1.8357606,0,0,19,1,3,18,0,2,2,0,0,2.0694246,-2.6663761,-0.53524303,0.5907461,2.6245544,-2.7593951,-0.43468314,0.66252089,2.6244173,-2.4080117,-0.3800602,0.73193783,2.880199,26.942726,4,0.14285715,12,46,2,28,4,7,0.25,32,0,20.405413,15.650299,11.618802,13.120955,12.408721,8.36168,5.8987174,7.7381649,0,0,0.83789957,12,0,-0.853526,-0.37771511,0.05618459,2.6234639,-1.1775259,-0.22944328,0.20764063,2.659925,-0.52405453,-0.18938261,0.16517548,2.8850119,5.1063838,9.0060377,5.7687664,5.4142866,5.4142866,-6.0060072,0,8.8981838,9.848793,0,14,14,1,0,23.280613,9.212018,6.237401,17.872164,6.994997,4.6978726,4.6302123,4,1,1,1,5.4867601,-6.2498798,9.903101,0,1,12,1,2,4,1,5.191,-5.191,2.1454492,-2.1454492,0.19457038,0.12391258,40.597015,43.059914,0,8.6190128,0,25.899061,9.0455017,105.26265,78.601563,0,35.725906,0,31.009195,0,0.82543594,0.66327733,0.082074031,0.17456406,0.33672267,0.092490025,311.86606,250.59932,31.009195,65.953758,127.2205,34.944565,0.5,1,5.191,-5.191,0.22423425,0.10980543,0.55920333,0.66912282,0.32549414,0.44079664,0.33087721,0.11530252,211.27811,252.80786,122.97813,166.54172,125.01196,43.563576,6,0,2,0.22423425,0.10980543,0.85185188,5.256,17.888229,13.519359,0,0,57.281158,0,11.260122,141.14548,0,184.00703,9.6401701,47.724434,47.882133,25.647745,13.057331,0,141.14548,10.517568,139.12669,49.41,0.39086518,5.8073549,3.4042616,9.2386074,377.81982,475.96634,27.133842,0,0,9.4210396,300.19202,25.899061,36.554882,398.81198,1840,43,140
O=C(Oc1c(CC=C(C)C)c2OC(=O)C=Cc2c(OC(=O)C)c1)C,CHEMBL3596579,44000,0,4.356547324,48.494274,0,0,1,2,3,0,6,0,42,0,3,24,15,60.850258,1.4488156,0,0,18,0,0,18,0,0,6,0,0,2.1999369,-2.4222589,-0.47611931,0.38946372,2.4045908,-2.3136909,-0.40991685,0.43906584,2.5573912,-2.1393659,-0.25328788,0.5781849,2.697454,28.299726,4,0.16,6,43,5,25,4,6,0.23999999,32,0,17.853006,13.965998,11.516508,12.731687,11.273765,7.375628,5.5385108,7.0922241,0,0,0.76494777,10,0,-0.78293419,-0.45089903,-0.04129687,2.5515182,-0.91416949,-0.36085814,0.053682398,2.6855531,-0.48336902,-0.19804391,0.12050189,2.8296192,6.4057651,7.2741814,7.2741814,4.6639714,4.6639714,-5.1675954,0,8.3342981,8.8501005,0,14,14,1,0,20.313601,9.087347,5.7619047,15.090484,6.6566792,4.1782041,4.1855211,6,0,1,0,3.1459999,-5.2969999,8.7448473,0,1,12,1,2,4,0,4.1399999,-4.1430001,1.9136591,-1.9136591,0.15237269,0.14499748,126.13765,33.978584,8.458519,0,0,44.125496,0,58.451572,14.463444,0,0,0,48.212032,0,0.72339731,0.36284345,0.14442207,0.27660269,0.63715655,0.13218062,241.48976,121.12704,48.212032,92.337532,212.70024,44.125496,0.5,1,4.1399999,-4.1430001,0.17053141,0.13758147,0.68007118,0.52913421,0.18774821,0.31992882,0.47086582,0.13218062,227.02632,176.63943,62.675476,106.80097,157.18785,44.125496,5,0,2,0.17053141,0.13758147,0,2.97807,32.999664,23.236393,71.586647,0,6.37115,22.05398,0,52.929554,17.643185,149.03435,8.6864004,71.586647,32.999664,0,25.287008,0,71.797958,40.879578,133.30406,78.900002,0.42571631,5.643856,3.1037078,8.9248409,333.8273,431.84122,40.700764,0,0,0,228.67744,51.636765,40.700764,330.336,1267,36,120
O=[N+]([O-])c1c(C2C(C(=O)OCC(C)C)=C(C)NC(C)=C2C(=O)OC)cccc1,CHEMBL1726,44100,0,4.355561411,58.215031,0,0,2,3,2,0,6,0,52,1,3,28,19,82.435425,1.5852968,0,0,20,0,0,24,0,2,6,0,0,2.4057515,-2.5956886,-0.31644964,0.38858294,2.5783188,-2.573303,-0.20493734,0.49031019,2.6235406,-2.3599441,-0.11180557,0.59262794,2.8301222,33.900967,6,0.20689656,6,53,5,29,4,8,0.27586207,42,0,21.007708,16.567911,13.171208,14.309036,13.183647,8.8584995,6.2563243,7.7008128,1,1,0.76303136,10,0,-0.81090397,-0.418322,-0.045974888,2.7827702,-1.0865402,-0.26127824,0.02802749,2.829715,-0.53003758,-0.13882548,0.16172653,3.0323942,8.1059723,11.27913,8.6016722,3.5369146,3.5369105,-4.9399328,0,8.5676126,10.454061,-3.70E-06,12.432087,14,1.0000499,2.20E-06,24.271107,10.857822,5.7956104,18.398878,8.1404181,4.3110652,5.3490915,8,1,1,0,3.885,-4.7242098,10.318881,1,1,12,1,2,6,0,5.4720001,-5.4720001,2.2961576,-2.2961576,0.12712957,0.13716023,116.99268,57.367802,8.6190128,0,0,36.11655,0,37.495354,74.260063,0,0,0,61.201782,5.0075121,0.74229175,0.44820523,0.16674851,0.25770828,0.55179477,0.090959758,294.73492,177.96472,66.20929,102.32584,219.09605,36.11655,0.5,1,5.4720001,-5.4720001,0.16575292,0.10964912,0.63288063,0.52950168,0.26118079,0.36711937,0.47049832,0.10593856,251.29207,210.24434,103.70465,145.76869,186.81642,42.064045,5,1,2,0.16575292,0.10964912,0.2857143,3.2018001,18.01075,22.576544,69.724205,71.861267,7.5963712,47.268513,4.4107962,70.572739,0,136.06081,10.21861,76.809822,0,73.356552,19.481016,2.7567475,70.572739,36.417187,168.68793,110.45,0.38060221,5.8579812,3.1490049,9.3893518,397.06076,509.04852,27.133842,0,0,5.6825762,273.75406,68.35556,32.816418,388.41998,1814,48,140
O=C(N(NC(=O)c1c(C)c(OC)ccc1)C(C)(C)C)c1cc(C)cc(C)c1,CHEMBL55772,44300,0,4.353596274,61.996204,0,0,2,3,3,0,12,0,55,1,4,27,20,78.506462,1.4273902,0,0,22,0,0,28,0,2,3,0,0,2.0991077,-2.6670673,-0.36003825,0.17704198,2.624608,-2.759927,-0.22249562,0.31646922,2.6246178,-2.4082794,-0.096334726,0.41962451,2.8809235,35.761795,5,0.17857143,12,56,2,28,4,7,0.25,42,0,20.353006,17.136061,14.964102,16.361443,12.539931,8.9175091,6.9760675,8.8313704,0,0,0.68934429,12,0,-0.8537612,-0.33271226,-0.10713036,2.7229018,-1.1775274,-0.22155046,-0.037,2.7651043,-0.52407575,-0.14918369,0.046934873,2.9886959,4.9274464,10.490252,7.2714667,4.9832554,4.9832554,-5.5293937,0,8.8460541,10.859927,0,14,14,1,0,23.280613,9.6668653,5.9903998,17.257813,7.0772605,4.34515,4.5236311,5,1,1,0,4.882,-5.6177301,10.788226,0,1,12,1,2,5,0,4.632,-4.6339998,2.0138011,-2.0138011,0.13570878,0.17262375,106.19169,46.846992,0,8.6190128,0,25.899061,0,168.1313,24.509808,0,0,0,31.009195,2.503756,0.85639238,0.54664767,0.081005745,0.14360759,0.4533523,0.062601849,354.2988,226.15405,33.512951,59.412014,187.55675,25.899061,0.5,1,4.632,-4.6339998,0.11744387,0.12300389,0.69961131,0.54664767,0.21695344,0.30038872,0.4533523,0.083435275,289.43677,226.15405,89.755981,124.27406,187.55675,34.518074,6,0,2,0.11744387,0.12300389,0.25925925,4.2061601,28.888117,13.519359,0,0,63.652306,35.383869,0,105.85911,0,205.19952,10.70357,47.724434,14.001679,17.888229,21.171303,0,105.85911,10.517568,235.33995,58.639999,0.39086518,5.8073549,3.3816624,9.2442341,413.71082,534.53259,29.637598,0,0,9.4210396,326.4613,25.899061,39.058636,368.47699,1818,44,138
S=C(N/N=C\1/c2[nH]c3c(c2C[C@@H]2N(C)C[C@H](CC)[C@H]([C@@H]2C(=O)OC)C/1)cccc3)NCc1cnccc1,CHEMBL4101435,45210,0,4.344765493,83.054962,0,0,3,5,5,0,15,0,71,3,8,37,25,111.54259,1.5710225,0,0,28,0,0,34,0,6,2,0,1,1.3354495,-2.8611071,-0.52288783,0.57762605,2.8389764,-2.9096849,-0.42962605,0.6818946,2.8236847,-2.6074381,-0.37616786,0.76372951,3.0880654,46.463039,5,0.12195122,16,75,3,41,4,8,0.19512194,56,0,25.940582,22.346619,17.463737,19.120592,17.994734,13.278477,8.5108023,10.364505,4,0,0.73648518,15,0,-0.85542476,-0.38182098,0.058249589,3.1693728,-1.1640764,-0.30625325,0.13467774,3.1911666,-0.53215349,-0.1917356,0.17019075,3.4278951,11.08512,14.846121,8.2396612,2.4045393,3.5858808,-6.3884501,0,11.052728,14.832232,0.94997549,14,5.843955,1.3818264,1.6357429,28.525877,13.109393,6.3429356,22.525589,10.280047,4.949048,6.2584896,8,3,1,1,5.5250001,-5.1701798,14.827322,0,1,28,0,5,5,2,6.711,-6.7119999,2.683218,-2.683218,0.099440828,0.13154048,195.40253,60.318348,40.003525,17.238026,0,14.708499,0,69.568199,76.468605,0,13.296394,0,19.386389,2.6406472,0.92783242,0.35628513,0.043272469,0.072167553,0.64371485,0.028895086,472.29562,181.36024,22.027035,36.735535,327.67093,14.708499,0.46666667,0.875,6.711,-6.7119999,0.098196991,0.12067938,0.67459297,0.3812477,0.1807714,0.32540703,0.6187523,0.14463562,343.38885,194.06696,92.01828,165.64232,314.9642,73.624039,8,1,5,0.098196991,0.12067938,0.5945946,3.8894701,35.898979,30.696577,55.629601,18.439579,22.360285,103.81247,0,145.00493,37.736813,96.957619,14.93681,34.862103,36.572849,65.916901,13.109866,4.7171016,215.33261,29.226311,146.7991,126.73,0.32703882,6.3575521,3.6990402,10.153233,509.03116,704.27216,60.055046,0,0,20.786192,355.79071,37.07843,80.84124,518.68597,4193,67,198
Ic1c(OCCN(CC)CC)c(I)cc(C(=O)c2c(CCCC)oc3c2cccc3)c1,CHEMBL633,45600,0,4.341035157,77.542999,0,0,2,3,3,0,15,0,60,0,3,31,24,90.680695,1.5113449,0,0,25,0,0,29,2,1,3,0,0,1.591565,-2.6697471,-0.54080963,0.4738214,2.5691428,-2.7503822,-0.38271686,0.75776958,2.6687145,-2.393193,-0.21074857,0.81327635,2.8367901,45.653004,11,0.33333334,16,62,1,33,6,11,0.33333334,45,0,22.380104,22.656733,15.913849,17.38854,14.993933,13.046243,8.4569244,10.312391,0,0,0.99715388,16,0,-0.8559472,-0.40159106,-0.022997096,2.6812913,-0.9616729,-0.27041867,0.1682269,2.7930021,-0.52895296,-0.11850416,0.20296051,2.991055,5.6568828,5.5620055,5.5620055,6.3306699,8.2923183,-9.110898,0,9.328887,14.019115,0.99013156,14,4.9985566,1.0569594,2.7533338,25.619835,12.459259,6.3208814,25.613871,12.456261,6.3193235,10.292034,4,0,0,2,8.1879997,-9.0343504,14.566408,0,1,16,0,3,11,3,4.25,-4.2509999,2.0080376,-2.0080376,0.098145679,0.2285593,121.96401,51.282921,25.375559,8.458519,0,0,0,165.8307,101.70906,0,0,0,13.566921,5.0075121,0.96233857,0.58012366,0.037661422,0.037661422,0.41987637,0,474.62076,286.1142,18.574432,18.574432,207.08101,0,0.5,1,4.25,-4.2509999,0.13411765,0.1905434,0.83115005,0.54825473,0.1516995,0.16884995,0.45174527,0.017150449,409.91922,270.39661,74.817467,83.275986,222.7986,8.458519,8,1,3,0.13411765,0.1905434,0.45161289,6.9361701,10.999887,8.8119249,3.3192859,76.244995,35.682186,28.375751,0,113.26828,37.736813,218.78549,14.34175,33.369564,14.124202,3.3192859,17.063398,7.4091749,162.46432,81.932602,213.54207,42.68,0.36097246,6.044394,3.7471545,9.6065483,493.19519,647.16089,16.070677,0,0,0,428.60315,27.879314,16.070677,645.31897,2897,50,156
Clc1c(C(=O)N(NC(=O)c2cc(Cl)ccc2)C(C)(C)C)cccc1,CHEMBL2286425,45700,0,4.3400838,51.846275,0,0,2,3,2,0,12,0,42,1,3,24,18,70.360031,1.6752388,0,0,18,2,0,18,0,2,2,0,0,2.0499299,-2.6663523,-0.57388377,0.61358482,2.6244521,-2.7593424,-0.43766752,0.70990348,2.6243694,-2.4079895,-0.38264346,0.79596865,2.8801148,23.753725,4,0.16,12,43,2,25,4,6,0.23999999,29,0,17.905413,15.150299,11.118802,12.620955,11.197396,8.11168,5.6487174,7.4494896,0,0,0.79739535,11,0,-0.85352904,-0.40390635,0.056185029,2.5881524,-1.1775172,-0.22995731,0.1607628,2.6240199,-0.52401936,-0.18958996,0.20639661,2.8579097,4.476079,8.1205921,4.9185996,5.3388271,5.3388271,-5.9500299,0,9.1214647,9.708518,0,14,14,1,0,20.313601,8.5895061,5.4970255,16.439968,6.8834882,4.374105,4.7151799,4,1,1,0,5.1440001,-5.9276199,9.7838268,0,1,12,1,2,4,1,4.204,-4.204,1.7168933,-1.7168933,0.15998857,0.15484227,45.11676,40.851376,0,8.6190128,0,25.899061,0,117.51756,95.928604,0,0,0,31.009195,0,0.84406197,0.66984797,0.084970303,0.155938,0.33015206,0.070967697,308.03329,244.45535,31.009195,56.908257,120.48621,25.899061,0.45454547,0.83333331,4.204,-4.204,0.12940057,0.13558516,0.66632932,0.66984797,0.23908548,0.33367071,0.33015206,0.09458521,243.17126,244.45535,87.252228,121.7703,120.48621,34.518074,6,0,2,0.12940057,0.13558516,0.54166669,4.5791001,17.888229,13.519359,0,0,54.095581,0,7.0012131,141.14548,0,178.27533,9.6292696,47.724434,3.0017917,17.888229,13.372363,0,141.14548,10.517568,178.27533,49.41,0.42571631,5.643856,3.2465506,8.9030838,364.94156,458.06638,27.133842,0,0,9.4210396,287.31378,25.899061,36.554882,365.25998,1318,37,122
